id	age	sex	marital	children	educ	source	smoke	smokenum	lotr1	lotr2	lotr3	lotr4	lotr5	lotr6	mastery1	mastery2	mastery3	mastery4	mastery5	mastery6	mastery7	panas1	panas2	panas3	panas4	panas5	panas6	panas7	panas8	panas9	panas10	panas11	panas12	panas13	panas14	panas15	panas16	panas17	panas18	panas19	panas20	swls1	swls2	swls3	swls4	swls5	pss1	pss2	pss3	pss4	pss5	pss6	pss7	pss8	pss9	pss10	rses1	rses2	rses3	rses4	rses5	rses6	rses7	rses8	rses9	rses10
193	49	male	married first time	yes	undergraduate degree	work	no	0	3	1	4	1	1	5	1	3	1	1	4	1	1	5	3	1	3	1	4	5	1	4	1	1	4	5	1	3	1	4	5	1	1	4	4	4	6	5	3	2	2	5	4	3	4	3	3	3	4	4	1	4	2	4	3	3	1	1
194	25	female	living with partner	no	graduate degree	money/finances	yes	140	3	3	4	2	1	5	2	4	1	1	4	2	3	4	5	2	3	4	4	3	4	3	1	3	2	4	1	3	4	3	4	4	1	5	4	4	3	2	5	3	4	4	4	4	4	4	3	2	3	3	2	1	1	3	3	3	2	1
195	47	male	married first time	yes	undergraduate degree	work	no	0	3	3	2	3	3	2	2	3	2	2	3	2	4	3	3	2	4	1	4	3	3	4	2	2	3	3	3	2	1	2	2	3	2	3	3	5	5	4	3	2	3	4	4	2	3	5	2	3	4	4	1	4	1	3	3	1	2	2
196	36	female	married first time	yes	undergraduate degree	work	no	0	3	3	5	3	2	4	2	4	2	2	4	2	2	4	3	3	4	1	5	2	3	4	1	3	3	4	2	3	2	4	4	4	4	6	6	6	6	6	3	3	5	4	4	4	3	3	4	4	4	4	1	4	1	3	3	3	1	1
197	52	female	married first time	yes	primary school	health/illness	no	0	5	4	4	2	5	4	3	1	3	4	1	4	4	3	4	2	3	1	3	2	5	3	1	3	1	3	1	2	1	3	1	2	2	1	3	1	3	1	2	3	4	3	1	3	2	2	3	2	4	4	3	4	4	4	3	1	1	1
198	25	male	single	no	undergraduate degree	work	no	0	4	3	4	4	2	4	2	4	2	4	3	3	3	3	3	1	3	2	3	2	1	2	1	3	3	2	1	4	2	3	2	2	1	4	4	3	3	3	3	3	3	2	3	3	3	3	2	4	4	3	2	3	1	3	3	4	4	3
199	22	male	single	no	some additional training	money/finances	yes	60	1	3	3	3	4	3	2	4	1	1	4	3	1	5	3	2	1	1	4	5	1	1	3	3	4	2	1	2	1	3	2	3	3	2	2	2	3	1	3	3	4	4	3	4	3	2	5	3	4	4	2	4	2	2	2	4	4	4
200	51	female	married first time	no	undergraduate degree	family	no	0	5	1	5	1	1	5	1	4	2	1	4	4	2	5	3	1	5	1	5	5	1	5	1	1	2	3	1	1	1	3	4	1	1	6	6	6	7	7	1	1	2	5	4	3	4	4	1	3	4	4	1	4	1	4	4	1	1	1
201	42	male	married first time	yes	undergraduate degree	money/finances	no	0	4	3	2	3	2	3	3	3	3	2	3	3	2	4	2	1	2	2	3	2	1	3	1	1	4	3	1	4	2	3	3	2	2	3	2	4	3	3	3	3	3	4	3	4	3	3	3	3	4	4	3	3	1	3	2	3	4	3
202	41	female	steady relationship	no	undergraduate degree	work	yes	7	3	2	3	1	1	4	2	3	2	1	4	1	1	5	2	1	3	2	4	4	1	3	2	2	4	4	1	4	2	5	4	2	1	6	6	6	6	7	3	2	3	5	4	2	4	5	2	1	3	3	1	4	1	4	4	1	1	1
203	43	male	married first time	yes	some additional training	work	no	0	4	3	4	4	3	5	3	3	3	4	4	3	3	5	2	1	3	1	3	3	1	3	2	3	3	3	1	2	1	4	2	1	1	5	5	2	2	1	3	3	2	3	3	3	4	2	4	2	3	3	2	3	2	3	3	2	2	1
204	35	female	remarried	yes	some secondary school	life in general	no	0	3	2	4	1	2	4	2	4	2	2	3	3	3	4	5	2	4	1	4	4	4	4	2	3	3	3	1	3	4	4	3	3	3	3	3	4	4	3	3	3	4	4	3	4	3	3	3	4	3	4	2	4	1	4	4	2	1	1
205	28	female	married first time	no	some secondary school	work	no	0	3	4	2	3	3	3	3	3	4	3	3	2	2	3	4	4	3	1	3	2	2	2	2	2	2	3	4	3	2	3	2	3	4	6	5	6	6	6	3	4	5	3	4	3	3	3	4	4	3	4	3	3	4	3	3	3	3	3
206	28	female	married first time	yes	high school	family	no	0	5	3	4	3	4	4	1	3	4	3	4	1	2	4	3	2	5	1	5	5	1	3	1	1	3	3	1	4	1	4	4	1	1	6	6	7	7	7	2	3	2	4	3	3	3	3	3	2	4	4	1	4	1	3	3	4	2	3
207	28	female	married first time	yes	graduate degree	spouse/partner	no	0	3	3	5	1	2	5	2	4	3	2	4	1	2	4	2	1	4	1	5	3	1	3	1	2	4	5	1	3	1	4	3	1	1	2	2	2	5	3	3	3	2	4	3	3	4	3	3	2	4	4	1	3	1	3	3	2	2	1
208	41	male	married first time	yes	high school	life in general	no	0	3	1	5	4	2	4	1	4	1	2	4	1	1	5	1	2	4	1	4	5	1	3	1	3	4	5	2	5	1	5	4	2	1	1	5	4	7	4	3	2	2	4	4	2	4	4	3	2	4	3	1	4	2	4	4	1	1	1
209	40	male	married first time	yes	undergraduate degree	friendships	no	0	2	4	3	2	3	5	3	2	2	2	2	3	3	5	3	1	4	2	3	5	3	3	3	3	2	4	1	4	2	4	4	3	3	2	2	2	2	2	3	2	2	3	3	2	3	3	2	1	4	4	1	4	1	3	4	1	3	2
210	27	female	single	no	undergraduate degree	lack of time	no	0	4	1	4	2	2	4	2	4	2	2	4	2	2	4	2	1	4	1	5	5	2	4	1	3	5	3	1	4	2	4	4	1	1	5	5	5	5	5	3	4	3	4	4	2	3	4	3	2	4	4	1	4	1	4	4	1	1	1
211	23	male	living with partner	no	undergraduate degree	work	no	0	3	2	4	2	3	5	2	3	2	2	4	2	2	4	3	2	4	1	4	3	3	2	1	3	4	4	3	4	1	4	4	3	3	5	5	5	4	5	2	3	3	4	4	2	3	4	2	2	4	4	1	4	1	3	4	2	2	1
212	45	female	married first time	yes	undergraduate degree	work	no	0	5	1	5	1	1	5	2	4	1	1	4	1	1	5	2	1	3	1	5	5	3	4	1	3	4	4	1	3	1	4	4	3	1	7	7	7	7	7	3	2	4	4	5	4	3	4	4	3	4	4	1	4	1	4	4	1	1	1
213	48	female	remarried	no	some secondary school	work	no	0	4	3	5	1	1	5	1	4	1	1	4	1	2	4	1	1	4	1	5	5	2	4	1	2	3	3	1	3	1	5	5	1	1	5	4	6	6	6	3	3	3	5	4	3	4	4	3	2	4	4	1	4	1	4	4	1	1	1
214	33	male	married first time	yes	some additional training	work	yes	20	4	1	4	1	1	5	1	4	1	2	4	3	3	2	3	1	4	3	5	3	3	5	2	2	4	5	1	4	4	5	4	3	2	2	2	3	3	2	3	3	3	4	4	3	4	5	5	3	3	4	1	3	1	4	2	2	2	2
215	27	female	married first time	no	some secondary school	work	no	0	5	3	4	4	4	5	4	4	4	4	3	3	3	5	3	3	4	1	5	5	3	3	2	2	3	3	3	3	2	5	4	2	2	6	6	6	6	3	3	2	2	4	4	2	3	4	3	3	4	4	4	3	1	4	4	1	1	4
216	22	female	single	no	undergraduate degree	work	no	0	5	1	5	1	1	5	1	4	1	1	4	1	2	4	2	3	4	1	4	4	2	4	2	2	3	4	2	4	1	3	4	3	2	5	7	7	7	7	2	3	3	5	4	3	5	5	3	2	4	4	1	1	1	4	4	2	1	3
217	31	male	steady relationship	no	undergraduate degree	work	no	0	3	3	2	3	3	3	2	3	3	2	4	3	3	3	2	2	2	1	3	3	2	3	1	3	3	2	2	3	2	3	2	2	2	4	4	3	4	3	3	3	4	3	3	3	3	3	3	4	3	3	3	3	2	2	2	3	3	3
218	49	female	divorced	no	high school	work	no	0	2	3	3	4	3	3	3	3	1	1	3	2	2	3	4	1	2	2	4	3	4	4	4	4	2	2	2	2	3	2	3	2	2	2	2	2	3	3	3	3	4	4	2	3	2	3	4	4	3	3	3	3	3	3	3	4	4	2
219	34	male	married first time	yes	some additional training	work	yes	20	3	1	4	1	4	5	1	4	1	1	4	1	3	5	3	2	4	2	5	4	2	4	1	3	4	4	2	5	2	4	4	2	1	5	4	4	4	3	3	3	4	3	5	2	4	4	4	2	4	4	1	4	1	4	4	1	2	1
220	33	female	married first time	yes	high school	children	yes	70	4	3	5	1	5	1	2	3	2	3	3	4	4	3	2	2	4	2	2	2	2	2	2	3	2	2	2	3	2	2	2	4	4	4	5	6	6	6	4	3	3	3	3	3	3	3	4	3	3	3	1	3	1	2	2	4	3	3
221	24	female	married first time	no	some additional training	work	no	0	5	1	5	1	4	4	1	4	2	2	4	1	1	4	1	1	3	1	4	4	1	2	1	1	3	3	1	5	1	4	4	1	1	7	7	7	7	7	1	1	3	4	4	2	3	4	2	2	4	4	1	4	1	4	4	2	1	1
222	56	male	married first time	no	some secondary school	money/finances	no	0	3	3	4	2	4	4	2	4	1	1	3	1	2	3	2	1	4	1	3	3	2	3	2	2	3	3	1	4	1	4	3	2	2	6	6	6	6	6	2	2	2	4	4	2	4	4	3	1	4	4	1	4	1	3	3	2	2	1
223	23	female	single	yes	undergraduate degree	work	no	0	4	3	4	2	2	4	2	3	2	2	3	2	2	3	4	1	3	1	3	2	2	3	3	4	1	2	1	2	1	2	3	3	4	5	5	4	6	6	4	2	4	4	5	4	3	4	5	3	4	3	1	3	2	3	3	1	2	1
224	48	female	married first time	yes	some additional training	family	no	0	3	3	3	3	1	4	3	4	3	4	3	4	4	4	4	2	3	1	5	5	4	3	2	2	2	2	2	4	2	4	3	3	5	4	3	2	3	2	3	4	5	4	3	3	3	4	5	3	4	4	1	4	1	4	4	4	1	1
225	48	male	married first time	yes	some additional training		no	0	4	2	4	4	4	4	3	3	2	2	3	1	1	4	1	1	4	1	3	4	1	4	1	1	3	3	1	4	1	3	4	1	1	5	5	5	5	4	2	2	2	4	3	1	4	4	4	3	4	4	2	4	1	4	3	1	1	1
226	25	female	living with partner	no	high school	work	yes	140	4	2	4	2	2	5	2	4	2	1	4	2	1	4	2	1	3	1	3	3	2	5	1	2	4	4	1	5	1	4	4	2	2	6	6	6	4	7	2	2	1	4	4	2	4	4	2	2	4	4	1	3	1	4	4	1	4	4
227	65	male	married first time	yes	some additional training	family	no	0	3	4	4	2	3	4	1	2	3	3	3	2	2	4	1	1	4	1	4	4	1	3	1	1	3	4	1	3	1	4	4	1	1	3	5	5	3	2	2	2	2	4	4	2	4	4	2	2	3	3	3	3	3	3	3	2	2	1
228	32	male	married first time	yes	undergraduate degree	children	no	0	3	2	4	2	2	4	2	4	1	2	3	1	2	4	2	1	4	1	4	5	1	5	2	2	4	4	1	4	2	4	5	1	1	6	6	6	6	5	3	2	2	4	4	2	4	5	3	2	3	4	1	4	2	4	4	1	1	2
229	42	female	married first time	yes	some secondary school	lack of time	no	0	3	3	3	3	4	4	2	1	1	1	1	1	1	4	1	2	4	1	4	3	2	4	1	2	3	3	2	4	1	4	4	2	1	7	7	7	7	7	1	5	2	5	5	2	4	5	2	2	4	4	1	4	4	4	4	1	1	4
230	49	female	married first time	yes	some secondary school	children	no	0	3	1	5	1	1	5	2	3	1	1	4	1	2	4	2	1	4	2	4	4	1	4	1	1	3	4	1	4	1	4	4	1	1	6	6	6	6	6	3	3	3	4	4	3	4	4	3	2	4	4	1	4	1	4	4	1	1	1
231	24	male	single	no	high school	work	no	0	5	4	4	2	3	4	2	4	2	2	2	2	3	4	3	1	2	2	3	3	2	2	1	2	2	3	1	4	1	2	2	2	1	6	7	5	4	3	4	3	2	4	3	2	3	2	3	3	4	4	1	4	1	3	3	3	2	2
232	21	female	single	no	undergraduate degree	work	no	0	4	2	4	2	2	3	2	3	2	2	3	3	4	3	3	1	3	1	4	2	3	3	1	3	2	3	1	2	1	3	2	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	4	1	3	1	2	4	2	1	2
233	22	male	steady relationship	no	undergraduate degree	work	no	0	4	1	4	1	1	5	1	4	1	1	4	1	1	5	5	1	4	1	2	5	1	5	2	3	2	5	1	5	2	4	3	2	1	6	6	6	6	2	4	2	4	5	5	3	4	5	1	2	4	4	1	4	1	4	4	2	1	1
234	33	male	married first time	yes	high school	family	no	0	3	2	4	3	3	5	2	2	2	3	4	1	2	3	2	1	2	1	2	3	2	4	2	3	1	2	1	3	1	4	2	2	1	5	6	5	7	2	3	3	3	4	4	2	4	3	4	2	3	4	1	3	2	3	3	2	3	1
235	50	male	remarried	yes	graduate degree	money/finances	no	0	4	2	4	1	1	5	1	3	1	1	4	2	1	5	4	2	3	1	4	3	3	4	4	3	4	4	2	3	1	4	5	3	1	7	6	6	7	6	2	3	3	4	4	3	3	4	3	2	4	4	1	4	1	4	4	1	4	3
236	26	female	living with partner	no	undergraduate degree	work	no	0	5	1	4	2	2	5	1	4	1	1	4	3	3	4	4	3	2	2	4	5	4	4	2	3	1	4	2	3	3	2	2	3	2	5	5	6	6	3	2	3	5	4	4	5	3	3	5	4	4	4	1	4	1	4	4	2	3	3
237	45	male	married first time	yes	some additional training	work	no	0	4	2	4	2	1	5	4	3	2	2	4	2	2	3	3	2	1	2	3	3	2	3	2	2	3	2	1	4	1	3	2	1	1	3	5	4	3	2	2	4	3	3	4	3	3	3	4	3	4	4	3	3	3	4	2	2	2	1
238	40	male	married first time	no	high school	work	no	0	2	3	4	2	4	4	2	3	2	1	4	3	1	4	2	1	3	1	4	5	2	3	1	1	3	5	1	4	1	3	2	2	1	5	4	5	2	1	2	1	2	4	4	3	3	4	1	1	3	3	1	3	4	3	3	2	2	1
239	61	female	married first time	no	some secondary school	life in general	yes		5	1	5	1	1	5	4	3	1	2	4	1	1	5	1	1	3	1	4	4	1	3	1	1	4	4	1	3	1	3	3	1	1	5	6	7	7	7	3	3	2	4	3	2	5	4	1	2	4	4	1	4	1	4	4	1	1	1
240	22	male	single	no	undergraduate degree	work	no	0	4	2	4	3	4	3	3	4	2	2	4	1	1	5	1	2	5	1	3	5	1	4	1	2	3	5	3	5	2	4	4	4	2	6	5	5	5	1	1	2	4	4	4	3	3	4	3	2	4	4	1	3	1	4	4	2	2	1
241	27	female	single	no	undergraduate degree	friendships	yes	50	3	3	4	2	4	4	2	4	1	1	4	1	2	2	4	2	4	1	2	3	2	2	3	3	2	3	2	2	1	2	3	1	2	2	3	3	2	1	3	2	3	3	3	2	4	3	4	2	4	4	1	1	1	3	4	3	2	2
242	22	female	single	no	high school	lack of time	no	0	5	1	5	1	1	5	2	2	2	1	1	2	3	4	2	1	4	1	5	4	1	4	1	1	4	3	1	4	1	5	4	1	2	6	7	7	7	7	2	2	3	4	5	2	3	4	2	1	4	4	1	4	1	4	4	1	1	1
243	49	female	remarried	yes	some additional training	money/finances	no	0	4	2	4	1	1	4	1	4	1	2	4	1	1	4	2	1	4	1	5	5	2	5	2	3	4	3	1	4	1	5	4	1	1	6	6	6	6	6	3	3	3	4	4	2	4	4	2	2	4	4	1	4	1	4	4	1	1	1
244	36	male	married first time	yes	some additional training	work	no	0	5	2	5	1	1	5	1	4	1	1	4	1	2	5	2	1	4	1	4	4	2	5	2	2	4	4	1	4	1	4	5	3	1	6	6	7	7	7	2	2	3	4	4	2	4	4	3	2	4	4	1	4	1	4	4	1	1	1
245	46	male	married first time	no	undergraduate degree	work	no	0	3	3	3	2	3	4	4	4	4	4	2	2	3	3	4	2	3	2	4	3	2	2	3	3	2	2	2	3	3	2	3	2	2	4	4	4	3	3	4	4	3	3	2	3	3	3	4	3	2	4	2	3	2	3	3	2	2	1
246	27	female	steady relationship	no	graduate degree	work	yes	60	1	5	4	1	1	5	4	4	1	1	4	1	1	4	2	1	4	1	4	4	1	5	2	2	4	4	1	4	1	5	4	1	1	5	6	6	6	6	2	2	2	4	4	2	4	4	3	2	4	4	1	4	1	4	4	1	1	1
247	41	female	remarried	yes	some additional training	work	yes	1	2	4	4	4	4	3	2	4	2	3	4	3	3	3	2	2	4	1	4	3	2	3	2	2	2	2	2	2	1	3	3	3	2	2	2	3	5	3	3	3	3	3	2	3	3	3	4	3	4	4	1	4	1	4	4	1	2	1
248	21	female	single	no	some additional training	money/finances	yes	50	1	4	2	4	5	2	1	4	2	2	4	3	2	4	4	1	3	1	4	3	3	4	2	3	3	3	2	4	2	3	4	3	4	3	3	4	4	2	4	4	5	4	3	3	4	3	4	3	4	4	1	4	1	3	3	1	2	2
249	36	male	married first time	yes	graduate degree	money/finances	no	0	4	1	5	1	4	4	1	3	1	1	4	1	2	4	2	1	3	1	3	5	1	5	3	3	4	4	1	4	1	4	4	4	3	6	6	6	6	5	2	2	3	4	4	2	4	4	3	2	4	4	1	4	1	4	4	1	2	1
250	36	male	married first time	yes	graduate degree	lack of time	no	0	2	2	4	2	3	5	2	4	1	1	4	2	2	3	1	1	3	1	4	4	3	4	3	3	3	4	1	1	1	3	3	2	1	5	6	5	5	5	2	2	3	5	4	3	4	4	2	2	4	4	1	3	3	3	3	1	2	1
251	40	male	married first time	yes	undergraduate degree	money/finances	no	0	4	1	5	2	4	5	3	4	1	2	4	1	1	5	1	3	4	1	4	3	1	4	1	1	4	5	2	4	1	4	4	3	1	6	6	6	6	7	2	2	3	4	5	2	4	4	2	2	4	4	1	4	1	4	4	1	1	1
252	35	male	married first time	no	undergraduate degree	work	yes	5	4	2	4	2	2	4	2	4	3	3	3	3	3	4	4	1	2	1	4	4	2	4	4	3	2	3	1	3	1	3	3	1	1	5	5	5	4	6	3	4	4	3	4	4	3	3	3	3	4	4	1	1	1	4	4	2	3	1
253	54	male	married first time	yes	graduate degree	children	no	0	3	2	3	1	1	3	1	3	3	3	3	1	2	4	1	1	2	1	4	4	1	3	1	2	4	4	1	3	1	3	3	1	1	4	4	4	4	3	3	3	3	4	4	2	4	4	3	2	3	3	1	3	1	3	3	1	2	1
254	22	male	single	no	high school	work	no	0	3	3	5	3	3	5	1	3	1	1	4	1	3	4	2	1	3	1	4	5	2	4	1	2	3	4	1	3	1	4	4	2	1	5	3	3	2	2	4	3	3	5	3	3	4	4	5	1	4	4	2	3	4	1	2	4	4	4
255	28	female	steady relationship	no	undergraduate degree	work	no	0	4	3	4	2	2	4	1	4	3	2	4	2	2	4	2	2	3	1	4	4	1	5	1	1	4	4	1	4	1	4	5	2	2	5	5	5	4	2	3	2	3	4	4	3	4	4	3	3	4	4	1	4	1	4	4	1	1	1
256	25	male	living with partner	no	undergraduate degree	work	no	0	3	2	3	2	2	4	2	3	1	1	4	1	1	4	1	2	4	1	4	3	1	3	1	1	3	4	1	2	1	3	1	2	1	5	5	5	5	5	3	2	3	4	4	1	4	4	5	1	4	4	1	4	1	3	4	1	1	1
257	37	male	married first time	yes	undergraduate degree	work	no	0	3	4	4	3	4	4	2	4	3	2	4	1	2	4	3	2	4	1	4	5	2	4	1	1	3	4	2	5	2	4	4	4	4	6	6	6	7	5	3	1	2	3	3	1	2	4	3	3	4	4	1	4	1	3	4	2	2	1
258	63	female	married first time	no	some additional training	health/illness	no	0	3	3	3	3	4	4	3	3	3	3	3	3	2	4	3	1	4	1	3	2	4	2	2	3	3	4	1	3	1	3	3	4	1	4	4	5	6	6	3	4	4	3	3	4	3	3	2	4	3	3	1	3	3	2	2	4	4	3
259	48	female	married first time	yes	some secondary school	health/illness	no	0	3	3	3	2	2	4	2	3	1	1	4	3	1	3	3	2	5	2	5	1	2	4	1	2	2	2	2	3	3	3	3	2	2	5	3	4	3	5	4	3	3	3	3	3	3	3	4	4	3	3	2	2	3	3	2	2	2	2
260	21	male	single	no	high school	family	no	0	4	1	4	2	1	5	2	4	1	2	2	1	2	4	2	2	2	1	3	4	1	3	1	1	4	3	2	4	2	3	3	2	1	6	6	7	7	7	3	3	3	3	3	3	4	3	3	3	4	4	3	4	4	3	4	3	2	2
261	56	male	married first time	yes	some additional training	work	yes	140	4	4	4	3	3	2	3	3	2	2	3	2	3	4	3	2	3	3	3	2	3	3	2	3	3	3	3	2	2	4	4	4	3	5	5	5	5	5	3	4	4	4	3	3	3	3	4	4	4	3	2	3	2	3	2	3	3	3
262	36	male	married first time	yes	graduate degree	work	no	0	3	1	4	1	1	4	1	3	1	1	3	1	1	4	2	1	4	1	3	5	1	4	1	1	3	5	1	3	1	4	4	1	1	6	6	6	6	4	2	2	2	4	4	2	4	4	3	2	4	4	1	4	1	4	4	1	1	1
263	37	female	married first time	yes	graduate degree	work	no	0	4	1	4	1	5	1	1	4	4	4	4	3	3	4	3	1	4	1	4	3	1	2	4	4	2	3	1	4	1	4	4	2	2	2	3	3	5	1	4	3	4	4	4	4	3	3	4	3	4	4	1	4	1	4	3	1	1	1
264	37	male	married first time	yes	high school	work	no	0	4	3	1	2	2	4	3	4	1	1	4	1	1	5	1	1	3	1	5	4	1	4	1	2	3	2	2	4	1	5	4	1	1	6	6	5	5	2	3	2	3	4	3	3	4	4	2	2	4	4	2	3	1	3	2	4	2	3
265	26	female	single	no	undergraduate degree	work	no	0	3	1	5	2	4	4	2	3	3	1	4	2	2	4	2	1	1	1	4	5	1	4	1	2	4	4	1	3	1	4	4	1	1	5	6	6	6	6	3	3	3	4	4	2	4	4	3	3	4	4	1	4	2	3	3	3	3	2
266	41	female	married first time	yes	some secondary school	work	no	0	5	1	5	1	1	5	1	4	1	1	4	1	1	4	1	1	5	1	4	4	1	4	2	2	4	3	1	4	1	4	4	1	1	6	5	6	4	6	3	2	3	5	4	2	4	3	3	2	4	4	1	4	1	4	4	1	1	1
267	49	female	married first time	yes	undergraduate degree	children	yes	10	3	1	4	1	2	3	2	3	3	2	3	2	2	4	2	2	3	1	2	4	2	4	1	2	4	4	2	4	1	4	4	1	1	6	6	6	6	6	3	3	3	3	4	4	3	4	3	2	4	4	1	4	1	4	4	1	3	1
268	50	female	steady relationship	no	high school	work	yes		3	2	3	1	1	5	2	3	3	2	3	3	3	5	3	3	4	1	4	4	3	3	1	1	3	4	3	4	1	4	4	3	3	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	4	1	4	3	3	3	3	3	2
269	35	male	married first time	yes	some additional training	work	no	0	4	4	4	3	2	4	1	2	2	2	4	1	3	4	1	2	4	1	4	3	2	4	1	1	4	5	1	3	2	4	4	3	1	5	5	5	6	3	3	4	3	4	4	3	3	4	3	2	4	4	1	4	1	4	3	1	1	1
270	55	female	separated	no	undergraduate degree	spouse/partner	no	0	3	1	3	2	2	3	2	2	2	3	4	3	3	3	3	4	2	1	4	3	3	3	3	2	2	3	4	3	2	3	4	4	2	1	1	3	4	5	4	4	3	4	3	3	3	3	3	3	3	3	1	2	1	2	2	2	3	1
271	30	male	single	no	graduate degree	work	no	0	3	3	3	3	3	3	3	3	3	3	3	1	1	5	1	1	3	1	4	3	2	3	1	1	3	3	1	5	1	4	4	1	1	3	3	4	4	4	2	3	2	4	3	2	4	3	2	2	4	4	2	3	1	3	3	3	1	1
272	26	male	married first time	yes	undergraduate degree	work	no	0	2	1	5	1	1	4	1	4	1	1	4	1	3	3	1	1	3	1	5	5	3	4	1	2	4	4	1	5	3	5	4	4	2	4	5	4	4	2	3	3	3	4	4	3	4	4	3	3	4	4	1	4	1	4	3	3	1	1
273	48	male	remarried	yes	high school	work	no	0	4	1	4	2	1	5	1	4	2	1	3	1	2	5	4	1	4	1	4	4	2	5	2	2	4	4	1	3	1	5	4	2	1	6	5	7	7	5	4	2	3	5	4	1	2	5	3	1	4	4	1	4	1	4	4	1	1	1
274	51	male	married first time	yes	undergraduate degree	work	no	0	4	2	5	2	2	5	1	4	2	1	4	1	1	4	1	1	3	1	3	4	2	4	1	2	3	4	1	3	1	4	4	1	1	6	6	6	6	6	2	2	2	4	4	2	4	4	2	2	4	4	1	4	1	4	4	1	2	3
275	22	female	single	no	high school	money/finances	no	0	1	5	1	5	5	2	2	2	3	4	4	4	2	4	2	1	1	4	4	2	1	3	4	4	4	4	1	4	3	4	4	2	2	2	4	3	3	1	3	4	3	3	2	3	3	3	4	3	4	4	3	2	2	2	1	4	4	4
276	19	male	single	no	high school	work	no	0	3	3	5	2	4	3	2	3	1	1	3	1	1	4	3	2	2	2	3	4	3	3	1	2	4	3	2	4	2	4	3	2	1	5	6	6	5	3	2	2	2	4	3	2	4	3	3	1	4	4	1	4	1	4	4	1	1	1
277	30	male	living with partner	no	some additional training	work	yes	40	3	3	4	2	3	4	2	4	2	2	4	2	1	4	2	2	3	1	3	3	1	3	2	2	2	2	2	3	1	2	3	1	2	5	6	3	4	4	3	2	2	4	4	2	3	3	3	2										
278	28	female	living with partner	yes	undergraduate degree	work	no	0	3	1	3	1	3	5	1	3	3	1	3	1	3	4	2	2	1	1	4	2	4	2	4	3	2	2	1	3	2	3	2	1	1	3	3	4	6	3	3	2	2	4	4	4	3	3	5	3	4	4	2	3	1	4	3	1	3	1
279	52	male	steady relationship	yes	high school	work	no	0	4	1	5	1	1	5	2	4	1	1	4	1	2	4	2	1	4	2	4	4	1	3	2	2	5	5	2	4	2	4	4	2	2	4	7	4	3	2	3	3	3	4	4	3	4	3	3	3	4	4	1	4	4	4	3	2	1	1
280	23	male	single	no	undergraduate degree	work	no	0	2	1	4	2	1	4	2	4	2	2	3	1	3	4	1	2	3	3	5	3	1	4	1	2	4	4	3	4	3	4	4	3	2	6	7	7	7	6	3	2	2	4	3	2	4	4	3	2	4	4	1	4	1	4	4	1	2	3
281	25	female	married first time	no	some additional training	work	yes	80	3	4	4	4	4	4	1	4	1	3	3	1	1	4	2	1	3	1	5	5	2	3	1	2	4	5	1	4	1	3	5	1	1	6	6	7	7	4	2	1	3	4	5	3	4	4	2	4	4	4	1	4	1	4	3	3	2	1
282	62	female	married first time	yes	some secondary school	spouse/partner	no	0	4	1	5	1	1	5	1	4	1	1	4	1	2	4	2	2	5	1	4	4	1	4	1	3	4	4	2	4	1	4	4	2	1	5	4	3	5	6	1	1	3	4	3	2	4	4	3	2	4	4	1	4	1	4	2	1	2	4
283	35	female	married first time	yes	some additional training	life in general	no	0	2	2	4	2	1	4	1	4	2	1	4	1	2	4	1	1	4	1	4	4	1	4	2	2	1	3	1	2	1	4	4	1	1	5	4	3	3	6	3	3	3	5	4	4	4	4	3	2	4	4	1	4	1	3	3	2	1	1
284	36	female	married first time	yes	primary school	children	no	0	4	1	5	1	1	4	3	4	1	2	3	3	1	5	3	1	5	1	4	4	1	4	2	3	4	4	1	4	1	4	4	1	1	7	7	7	7	7	3	2	2	4	4	5	4	5	3	1	4	4	1	4	4	4	4	1	1	1
285	45	female	remarried	no	high school	work	no	0	2	1	4	1	1	5	1	3	1	1	3	1	1	5	2	1	4	1	4	5	2	4	1	2	2	3	1	4	1	4	4	1	1	5	5	5	5	2	3	2	3	4	4	1	4	5	3	1	4	4	1	4	1	4	4	1	1	1
286	44	female	married first time	yes	graduate degree	children	no	0	2	1	4	1	1	5	1	3	1	1	3	2	2	4	2	1	2	1	3	4	2	3	1	2	4	3	1	4	1	5	4	2	2	5	6	6	7	5	2	1	3	4	4	3	4	4	1	2	3	4	1	3	1	3	3	1	2	1
287	37	male	married first time	yes	undergraduate degree	work	no	0	4	2	4	2	2	4	1	3	1	1	4	2	1	4	2	3	2	1	4	2	1	3	2	3	3	2	3	3	1	3	3	3	1	4	4	4	4	2	3	3	4	3	4	3	2	2	3	3	3	3	1	3	1	3	3	2	1	2
288	24	female	steady relationship	no	undergraduate degree	life in general	no	0	4	1	5	1	1	5	1	4	1	1	4	1	1	4	2	1	4	2	5	5	1	5	3	3	4	4	1	4	3	3	3	1	1	7	7	7	7	7	1	2	3	4	4	2	4	4	4	2	4	4	1	4	1	4	4	1	2	3
289	56	female	widowed	yes	undergraduate degree	work	yes	90	3	1	4	1	1	5	3	3	1	1	4	1	2	5	2	1	5	1	3	5	1	3	1	2	5	4	1	3	1	5	3	2	3	4	4	4	5	6	3	1	3	4	4	4	4	4	3	3	3	3	1	3	1	2	3	2	1	1
