id	age	sex	marital	children	educ	source	smoke	smokenum	lotr1	lotr2	lotr3	lotr4	lotr5	lotr6	mastery1	mastery2	mastery3	mastery4	mastery5	mastery6	mastery7	panas1	panas2	panas3	panas4	panas5	panas6	panas7	panas8	panas9	panas10	panas11	panas12	panas13	panas14	panas15	panas16	panas17	panas18	panas19	panas20	swls1	swls2	swls3	swls4	swls5	pss1	pss2	pss3	pss4	pss5	pss6	pss7	pss8	pss9	pss10	rses1	rses2	rses3	rses4	rses5	rses6	rses7	rses8	rses9	rses10	lotr	mastery	pss	rses	posaff	negaff
177	55	male	married first time	no	graduate degree	life in general	no	0	4	3	4	3	4	5	3	4	2	1	4	4	4	5	1	1	4	1	4	5	1	4	1	1	4	5	1	2	1	4	4	1	1	5	5	5	5	4	3	2	1	2	2	1	2	1	3	1	2	4	4	4	4	4	4	4	4	4	23	22	18	38	41	10
178	30	male	married first time	yes	some additional training	money/finances	no	0	3	3	4	4	4	4	3	4	3	3	2	2	2	3	3	1	3	1	3	5	4	4	3	4	3	3	2	3	1	3	2	3	1	3	2	2	6	4	4	3	4	3	3	3	3	3	5	4	4	4	4	4	1	2	2	2	2	3	22	19	35	28	32	23
179	41	female	living with partner	no	undergraduate degree		no	0	5	3	3	3	4	3	1	4	3	4	4	2	3	2	4	2	1	1	3	3	4	3	3	3	2	3	2	2	1	2	3	4	4	2	3	1	2	2	4	3	5	3	3	3	4	3	4	2	4	4	2	3	4	3	1	4	2	3	21	21	34	30	24	28
180	23	female	single	no	high school	work	no	0	4	5	5	5	5	5	4	4	4	4	3	4	4	4	1	1	2	2	4	3	1	4	1	2	5	4	1	4	3	5	5	2	1	6	7	6	6	7	2	1	2	1	1	4	2	1	3	1	4	4	4	4	4	4	4	2	4	4	29	27	18	38	40	15
181	22	male	single	no	some additional training	family	no	0	3	4	4	4	1	4	3	4	4	4	4	3	3	4	2	1	5	2	4	4	2	4	4	3	4	4	2	5	3	5	4	3	1	2	3	3	1	7	2	3	3	1	2	3	3	3	3	3	4	4	4	4	4	3	3	4	2	3	20	25	26	35	43	23
182	44	female	married first time	yes	undergraduate degree	work	no	0	4	2	4	3	3	3	1	4	3	3	4	3	3	5	3	2	4	1	5	5	2	5	3	3	3	5	2	3	2	4	5	2	1	5	5	5	5	4	3	4	3	1	2	2	2	2	3	4	4	4	4	1	2	3	2	2	3	3	19	21	26	28	44	21
183	21	female	steady relationship	no	undergraduate degree	work	no	0	4	4	4	4	3	4	3	4	3	1	3	4	4	4	1	1	5	1	5	4	3	4	3	3	5	4	1	5	2	4	2	3	3	5	5	6	6	5	2	2	4	1	2	2	2	2	3	2	4	4	4	4	3	3	3	4	2	3	23	22	22	34	42	21
184	23	female	single	no	some additional training	work	no	0	2	3	5	3	3	3	3	4	2	3	4	3	2	3	4	1	3	1	5	5	3	5	2	4	2	2	1	5	1	4	5	1	1	4	6	6	6	5	3	4	3	2	3	3	3	3	4	3	4	4	4	4	4	3	3	1	1	4	19	21	31	32	39	19
185	66	male	married first time	no	some additional training	health/illness	no	0	1	5	5	5	4	4	4	4	4	4	4	4	3	4	1	1	4	1	5	5	1	5	1	1	3	4	1	3	1	4	5	1	1	7	7	7	7	7	3	1	3	2	2	2	1	1	2	2	4	4	4	4	4	4	4	4	4	4	24	27	19	40	42	10
186	39	male	married first time	yes	some additional training	money/finances	no	0	1	5	4	4	3	3	4	1	3	4	4	3	3	5	2	1	4	1	4	5	1	4	3	3	5	5	1	4	1	4	5	1	2	5	6	5	6	2	3	2	3	2	3	1	2	2	3	2	4	4	4	4	1	4	3	4	4	4	20	22	23	36	45	16
187	50	female	separated	no	undergraduate degree	children	no	0	2	3	3	3	2	3	3	3	2	3	4	4	4	4	3	1	2	1	3	4	1	5	2	2	1	1	1	2	1	1	3	1	1	3	1	5	5	3	3	3	3	2	2	2	2	2	4	3	4	4	4	4	4	4	4	4	4	4	16	23	26	40	26	14
188	51	male	remarried	yes	graduate degree	health/illness	yes	80	3	5	3	3	4	4	2	3	2	3	2	3	2	1	4	4	5	1	4	3	4	3	3	4	1	4	3	2	1	1	3	3	2	3	3	6	6	1	3	3	4	3	3	5	3	4	3	4	4	4	4	4	4	3	3	3	2	4	22	17	35	35	27	29
189	49	female	steady relationship	yes	graduate degree	health/illness	no	0	3	4	4	4	4	4	3	3	3	2	3	4	4	5	2	2	2	1	4	5	2	5	1	1	4	5	2	3	1	4	5	1	1	7	7	7	7	3	3	3	3	2	2	2	3	2	3	3	4	4	4	4	4	4	4	4	4	4	23	22	26	40	42	14
190	51	female	steady relationship	no	high school	work	no	0	3	5	3	5	5	3	4	4	4	3	3	4	4	4	2	1	2	1	4	3	1	3	1	1	2	4	1	2	1	4	4	1	1	3	4	4	5	3	2	2	3	2	3	4	2	3	3	2	4	4	4	3	4	3	4	4	3	4	24	26	26	37	32	11
191	38	female	married first time	yes	graduate degree	children	no	0	3	5	4	4	5	5	4	4	4	4	4	4	4	4	2	1	4	1	2	4	1	4	1	2	3	3	1	3	1	3	3	1	1	5	7	5	6	5	3	2	2	2	2	2	2	1	2	1	3	4	4	4	4	3	2	2	2	2	26	28	19	30	33	12
192	50	male	divorced	no	undergraduate degree	work	no	0	2	3	2	3	2	3	3	3	2	3	2	2	2	4	3	2	2	1	3	3	1	3	2	3	1	3	2	2	1	2	3	3	2	2	1	4	3	2	3	3	4	3	3	4	3	3	3	4	4	4	4	3	4	3	3	2	3	3	15	17	33	33	26	20
193	49	male	married first time	yes	undergraduate degree	work	no	0	3	5	4	5	5	5	4	3	4	4	4	4	4	5	3	1	3	1	4	5	1	4	1	1	4	5	1	3	1	4	5	1	1	4	4	4	6	5	3	2	2	1	2	3	2	3	3	3	4	4	4	4	3	4	3	2	4	4	27	27	24	36	42	12
194	25	female	living with partner	no	graduate degree	money/finances	yes	140	3	3	4	4	5	5	3	4	4	4	4	3	2	4	5	2	3	4	4	3	4	3	1	3	2	4	1	3	4	3	4	4	1	5	4	4	3	2	5	3	4	2	2	4	2	2	3	2	3	3	3	1	4	3	3	2	3	4	24	24	29	29	33	29
195	47	male	married first time	yes	undergraduate degree	work	no	0	3	3	2	3	3	2	3	3	3	3	3	3	1	3	3	2	4	1	4	3	3	4	2	2	3	3	3	2	1	2	2	3	2	3	3	5	5	4	3	2	3	2	2	2	3	1	2	3	4	4	4	4	4	3	3	4	3	3	16	19	23	36	30	22
196	36	female	married first time	yes	undergraduate degree	work	no	0	3	3	5	3	4	4	3	4	3	3	4	3	3	4	3	3	4	1	5	2	3	4	1	3	3	4	2	3	2	4	4	4	4	6	6	6	6	6	3	3	5	2	2	4	3	3	4	4	4	4	4	4	4	3	3	2	4	4	22	23	33	36	37	26
197	52	female	married first time	yes	primary school	health/illness	no	0	5	2	4	4	1	4	2	1	2	1	1	1	1	3	4	2	3	1	3	2	5	3	1	3	1	3	1	2	1	3	1	2	2	1	3	1	3	1	2	3	4	3	5	3	4	4	3	2	4	4	2	4	1	4	3	4	4	4	20	9	33	34	24	22
198	25	male	single	no	undergraduate degree	work	no	0	4	3	4	2	4	4	3	4	3	1	3	2	2	3	3	1	3	2	3	2	1	2	1	3	3	2	1	4	2	3	2	2	1	4	4	3	3	3	3	3	3	4	3	3	3	3	2	4	4	3	3	3	4	3	3	1	1	2	21	18	31	27	27	17
199	22	male	single	no	some additional training	money/finances	yes	60	1	3	3	3	2	3	3	4	4	4	4	2	4	5	3	2	1	1	4	5	1	1	3	3	4	2	1	2	1	3	2	3	3	2	2	2	3	1	3	3	4	2	3	4	3	4	5	3	4	4	3	4	3	2	2	1	1	1	15	25	34	25	29	21
200	51	female	married first time	no	undergraduate degree	family	no	0	5	5	5	5	5	5	4	4	3	4	4	1	3	5	3	1	5	1	5	5	1	5	1	1	2	3	1	1	1	3	4	1	1	6	6	6	7	7	1	1	2	1	2	3	2	2	1	3	4	4	4	4	4	4	4	4	4	4	30	23	18	40	38	12
201	42	male	married first time	yes	undergraduate degree	money/finances	no	0	4	3	2	3	4	3	2	3	2	3	3	2	3	4	2	1	2	2	3	2	1	3	1	1	4	3	1	4	2	3	3	2	2	3	2	4	3	3	3	3	3	2	3	4	3	3	3	3	4	4	2	3	4	3	2	2	1	2	19	18	30	27	31	15
202	41	female	steady relationship	no	undergraduate degree	work	yes	7	3	4	3	5	5	4	3	3	3	4	4	4	4	5	2	1	3	2	4	4	1	3	2	2	4	4	1	4	2	5	4	2	1	6	6	6	6	7	3	2	3	1	2	2	2	1	2	1	3	3	4	4	4	4	4	4	4	4	24	25	19	38	40	16
203	43	male	married first time	yes	some additional training	work	no	0	4	3	4	2	3	5	2	3	2	1	4	2	2	5	2	1	3	1	3	3	1	3	2	3	3	3	1	2	1	4	2	1	1	5	5	2	2	1	3	3	2	3	3	3	2	4	4	2	3	3	3	3	3	3	3	3	3	4	21	16	29	31	31	14
204	35	female	remarried	yes	some secondary school	life in general	no	0	3	4	4	5	4	4	3	4	3	3	3	2	2	4	5	2	4	1	4	4	4	4	2	3	3	3	1	3	4	4	3	3	3	3	3	4	4	3	3	3	4	2	3	4	3	3	3	4	3	4	3	4	4	4	4	3	4	4	24	20	32	37	36	28
205	28	female	married first time	no	some secondary school	work	no	0	3	2	2	3	3	3	2	3	1	2	3	3	3	3	4	4	3	1	3	2	2	2	2	2	2	3	4	3	2	3	2	3	4	6	5	6	6	6	3	4	5	3	2	3	3	3	4	4	3	4	2	3	1	3	3	2	2	2	16	17	34	25	26	28
206	28	female	married first time	yes	high school	family	no	0	5	3	4	3	2	4	4	3	1	2	4	4	3	4	3	2	5	1	5	5	1	3	1	1	3	3	1	4	1	4	4	1	1	6	6	7	7	7	2	3	2	2	3	3	3	3	3	2	4	4	4	4	4	3	3	1	3	2	21	21	26	32	40	13
207	28	female	married first time	yes	graduate degree	spouse/partner	no	0	3	3	5	5	4	5	3	4	2	3	4	4	3	4	2	1	4	1	5	3	1	3	1	2	4	5	1	3	1	4	3	1	1	2	2	2	5	3	3	3	2	2	3	3	2	3	3	2	4	4	4	3	4	3	3	3	3	4	25	23	26	35	38	12
208	41	male	married first time	yes	high school	life in general	no	0	3	5	5	2	4	4	4	4	4	3	4	4	4	5	1	2	4	1	4	5	1	3	1	3	4	5	2	5	1	5	4	2	1	1	5	4	7	4	3	2	2	2	2	2	2	2	3	2	4	3	4	4	3	4	4	4	4	4	23	27	22	38	44	15
209	40	male	married first time	yes	undergraduate degree	friendships	no	0	2	2	3	4	3	5	2	2	3	3	2	2	2	5	3	1	4	2	3	5	3	3	3	3	2	4	1	4	2	4	4	3	3	2	2	2	2	2	3	2	2	3	3	2	3	3	2	1	4	4	4	4	4	3	4	4	2	3	19	16	24	36	38	24
210	27	female	single	no	undergraduate degree	lack of time	no	0	4	5	4	4	4	4	3	4	3	3	4	3	3	4	2	1	4	1	5	5	2	4	1	3	5	3	1	4	2	4	4	1	1	5	5	5	5	5	3	4	3	2	2	2	3	2	3	2	4	4	4	4	4	4	4	4	4	4	25	23	26	40	42	15
211	23	male	living with partner	no	undergraduate degree	work	no	0	3	4	4	4	3	5	3	3	3	3	4	3	3	4	3	2	4	1	4	3	3	2	1	3	4	4	3	4	1	4	4	3	3	5	5	5	4	5	2	3	3	2	2	2	3	2	2	2	4	4	4	4	4	3	4	3	3	4	23	22	23	37	37	23
212	45	female	married first time	yes	undergraduate degree	work	no	0	5	5	5	5	5	5	3	4	4	4	4	4	4	5	2	1	3	1	5	5	3	4	1	3	4	4	1	3	1	4	4	3	1	7	7	7	7	7	3	2	4	2	1	4	3	2	4	3	4	4	4	4	4	4	4	4	4	4	30	27	28	40	41	17
213	48	female	remarried	no	some secondary school	work	no	0	4	3	5	5	5	5	4	4	4	4	4	4	3	4	1	1	4	1	5	5	2	4	1	2	3	3	1	3	1	5	5	1	1	5	4	6	6	6	3	3	3	1	2	3	2	2	3	2	4	4	4	4	4	4	4	4	4	4	27	27	24	40	41	12
214	33	male	married first time	yes	some additional training	work	yes	20	4	5	4	5	5	5	4	4	4	3	4	2	2	2	3	1	4	3	5	3	3	5	2	2	4	5	1	4	4	5	4	3	2	2	2	3	3	2	3	3	3	2	2	3	2	1	5	3	3	4	4	3	4	4	2	3	3	3	28	23	27	33	41	24
215	27	female	married first time	no	some secondary school	work	no	0	5	3	4	2	2	5	1	4	1	1	3	2	2	5	3	3	4	1	5	5	3	3	2	2	3	3	3	3	2	5	4	2	2	6	6	6	6	3	3	2	2	2	2	2	3	2	3	3	4	4	1	3	4	4	4	4	4	1	21	14	24	33	40	23
216	22	female	single	no	undergraduate degree	work	no	0	5	5	5	5	5	5	4	4	4	4	4	4	3	4	2	3	4	1	4	4	2	4	2	2	3	4	2	4	1	3	4	3	2	5	7	7	7	7	2	3	3	1	2	3	1	1	3	2	4	4	4	1	4	4	4	3	4	2	30	27	21	34	38	20
217	31	male	steady relationship	no	undergraduate degree	work	no	0	3	3	2	3	3	3	3	3	2	3	4	2	2	3	2	2	2	1	3	3	2	3	1	3	3	2	2	3	2	3	2	2	2	4	4	3	4	3	3	3	4	3	3	3	3	3	3	4	3	3	2	3	3	2	2	2	2	2	17	19	32	24	27	19
218	49	female	divorced	no	high school	work	no	0	2	3	3	2	3	3	2	3	4	4	3	3	3	3	4	1	2	2	4	3	4	4	4	4	2	2	2	2	3	2	3	2	2	2	2	2	3	3	3	3	4	2	4	3	4	3	4	4	3	3	2	3	2	3	3	1	1	3	16	22	34	24	27	28
219	34	male	married first time	yes	some additional training	work	yes	20	3	5	4	5	2	5	4	4	4	4	4	4	2	5	3	2	4	2	5	4	2	4	1	3	4	4	2	5	2	4	4	2	1	5	4	4	4	3	3	3	4	3	1	2	2	2	4	2	4	4	4	4	4	4	4	4	3	4	24	26	26	39	43	20
220	33	female	married first time	yes	high school	children	yes	70	4	3	5	5	1	1	3	3	3	2	3	1	1	3	2	2	4	2	2	2	2	2	2	3	2	2	2	3	2	2	2	4	4	4	5	6	6	6	4	3	3	3	3	3	3	3	4	3	3	3	4	3	4	2	2	1	2	2	19	16	32	26	24	25
221	24	female	married first time	no	some additional training	work	no	0	5	5	5	5	2	4	4	4	3	3	4	4	4	4	1	1	3	1	4	4	1	2	1	1	3	3	1	5	1	4	4	1	1	7	7	7	7	7	1	1	3	2	2	2	3	2	2	2	4	4	4	4	4	4	4	3	4	4	26	26	20	39	36	10
222	56	male	married first time	no	some secondary school	money/finances	no	0	3	3	4	4	2	4	3	4	4	4	3	4	3	3	2	1	4	1	3	3	2	3	2	2	3	3	1	4	1	4	3	2	2	6	6	6	6	6	2	2	2	2	2	2	2	2	3	1	4	4	4	4	4	3	3	3	3	4	20	25	20	36	33	16
223	23	female	single	yes	undergraduate degree	work	no	0	4	3	4	4	4	4	3	3	3	3	3	3	3	3	4	1	3	1	3	2	2	3	3	4	1	2	1	2	1	2	3	3	4	5	5	4	6	6	4	2	4	2	1	4	3	2	5	3	4	3	4	3	3	3	3	4	3	4	23	21	30	34	24	24
224	48	female	married first time	yes	some additional training	family	no	0	3	3	3	3	5	4	2	4	2	1	3	1	1	4	4	2	3	1	5	5	4	3	2	2	2	2	2	4	2	4	3	3	5	4	3	2	3	2	3	4	5	2	3	3	3	2	5	3	4	4	4	4	4	4	4	1	4	4	21	14	33	37	35	27
225	48	male	married first time	yes	some additional training		no	0	4	4	4	2	2	4	2	3	3	3	3	4	4	4	1	1	4	1	3	4	1	4	1	1	3	3	1	4	1	3	4	1	1	5	5	5	5	4	2	2	2	2	3	1	2	2	4	3	4	4	3	4	4	4	3	4	4	4	20	22	23	38	36	10
226	25	female	living with partner	no	high school	work	yes	140	4	4	4	4	4	5	3	4	3	4	4	3	4	4	2	1	3	1	3	3	2	5	1	2	4	4	1	5	1	4	4	2	2	6	6	6	4	7	2	2	1	2	2	2	2	2	2	2	4	4	4	3	4	4	4	4	1	1	25	25	19	33	39	15
227	65	male	married first time	yes	some additional training	family	no	0	3	2	4	4	3	4	4	2	2	2	3	3	3	4	1	1	4	1	4	4	1	3	1	1	3	4	1	3	1	4	4	1	1	3	5	5	3	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	3	3	3	3	4	20	19	20	29	37	10
228	32	male	married first time	yes	undergraduate degree	children	no	0	3	4	4	4	4	4	3	4	4	3	3	4	3	4	2	1	4	1	4	5	1	5	2	2	4	4	1	4	2	4	5	1	1	6	6	6	6	5	3	2	2	2	2	2	2	1	3	2	3	4	4	4	3	4	4	4	4	3	23	24	21	37	43	14
229	42	female	married first time	yes	some secondary school	lack of time	no	0	3	3	3	3	2	4	3	1	4	4	1	4	4	4	1	2	4	1	4	3	2	4	1	2	3	3	2	4	1	4	4	2	1	7	7	7	7	7	1	5	2	1	1	2	2	1	2	2	4	4	4	4	1	4	4	4	4	1	18	21	19	34	37	15
230	49	female	married first time	yes	some secondary school	children	no	0	3	5	5	5	5	5	3	3	4	4	4	4	3	4	2	1	4	2	4	4	1	4	1	1	3	4	1	4	1	4	4	1	1	6	6	6	6	6	3	3	3	2	2	3	2	2	3	2	4	4	4	4	4	4	4	4	4	4	28	25	25	40	39	12
231	24	male	single	no	high school	work	no	0	5	2	4	4	3	4	3	4	3	3	2	3	2	4	3	1	2	2	3	3	2	2	1	2	2	3	1	4	1	2	2	2	1	6	7	5	4	3	4	3	2	2	3	2	3	4	3	3	4	4	4	4	4	3	3	2	3	3	22	20	29	34	27	16
232	21	female	single	no	undergraduate degree	work	no	0	4	4	4	4	4	3	3	3	3	3	3	2	1	3	3	1	3	1	4	2	3	3	1	3	2	3	1	2	1	3	2	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	4	4	3	4	2	4	3	4	3	23	18	29	35	27	16
233	22	male	steady relationship	no	undergraduate degree	work	no	0	4	5	4	5	5	5	4	4	4	4	4	4	4	5	5	1	4	1	2	5	1	5	2	3	2	5	1	5	2	4	3	2	1	6	6	6	6	2	4	2	4	1	1	3	2	1	1	2	4	4	4	4	4	4	4	3	4	4	28	28	21	39	40	19
234	33	male	married first time	yes	high school	family	no	0	3	4	4	3	3	5	3	2	3	2	4	4	3	3	2	1	2	1	2	3	2	4	2	3	1	2	1	3	1	4	2	2	1	5	6	5	7	2	3	3	3	2	2	2	2	3	4	2	3	4	4	3	3	3	3	3	2	4	22	21	26	32	26	16
235	50	male	remarried	yes	graduate degree	money/finances	no	0	4	4	4	5	5	5	4	3	4	4	4	3	4	5	4	2	3	1	4	3	3	4	4	3	4	4	2	3	1	4	5	3	1	7	6	6	7	6	2	3	3	2	2	3	3	2	3	2	4	4	4	4	4	4	4	4	1	2	27	26	25	35	39	24
236	26	female	living with partner	no	undergraduate degree	work	no	0	5	5	4	4	4	5	4	4	4	4	4	2	2	4	4	3	2	2	4	5	4	4	2	3	1	4	2	3	3	2	2	3	2	5	5	6	6	3	2	3	5	2	2	5	3	3	5	4	4	4	4	4	4	4	4	3	2	2	27	24	34	35	31	28
237	45	male	married first time	yes	some additional training	work	no	0	4	4	4	4	5	5	1	3	3	3	4	3	3	3	3	2	1	2	3	3	2	3	2	2	3	2	1	4	1	3	2	1	1	3	5	4	3	2	2	4	3	3	2	3	3	3	4	3	4	4	2	3	2	4	2	3	3	4	26	20	30	31	27	17
238	40	male	married first time	no	high school	work	no	0	2	3	4	4	2	4	3	3	3	4	4	2	4	4	2	1	3	1	4	5	2	3	1	1	3	5	1	4	1	3	2	2	1	5	4	5	2	1	2	1	2	2	2	3	3	2	1	1	3	3	4	3	1	3	3	3	3	4	19	23	19	30	36	13
239	61	female	married first time	no	some secondary school	life in general	yes		5	5	5	5	5	5	1	3	4	3	4	4	4	5	1	1	3	1	4	4	1	3	1	1	4	4	1	3	1	3	3	1	1	5	6	7	7	7	3	3	2	2	3	2	1	2	1	2	4	4	4	4	4	4	4	4	4	4	30	23	21	40	36	10
240	22	male	single	no	undergraduate degree	work	no	0	4	4	4	3	2	3	2	4	3	3	4	4	4	5	1	2	5	1	3	5	1	4	1	2	3	5	3	5	2	4	4	4	2	6	5	5	5	1	1	2	4	2	2	3	3	2	3	2	4	4	4	3	4	4	4	3	3	4	20	24	24	37	43	19
241	27	female	single	no	undergraduate degree	friendships	yes	50	3	3	4	4	2	4	3	4	4	4	4	4	3	2	4	2	4	1	2	3	2	2	3	3	2	3	2	2	1	2	3	1	2	2	3	3	2	1	3	2	3	3	3	2	2	3	4	2	4	4	4	1	4	3	4	2	3	3	20	26	27	32	25	21
242	22	female	single	no	high school	lack of time	no	0	5	5	5	5	5	5	3	2	3	4	1	3	2	4	2	1	4	1	5	4	1	4	1	1	4	3	1	4	1	5	4	1	2	6	7	7	7	7	2	2	3	2	1	2	3	2	2	1	4	4	4	4	4	4	4	4	4	4	30	18	20	40	41	12
243	49	female	remarried	yes	some additional training	money/finances	no	0	4	4	4	5	5	4	4	4	4	3	4	4	4	4	2	1	4	1	5	5	2	5	2	3	4	3	1	4	1	5	4	1	1	6	6	6	6	6	3	3	3	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	26	27	23	40	43	15
244	36	male	married first time	yes	some additional training	work	no	0	5	4	5	5	5	5	4	4	4	4	4	4	3	5	2	1	4	1	4	4	2	5	2	2	4	4	1	4	1	4	5	3	1	6	6	7	7	7	2	2	3	2	2	2	2	2	3	2	4	4	4	4	4	4	4	4	4	4	29	27	22	40	43	16
245	46	male	married first time	no	undergraduate degree	work	no	0	3	3	3	4	3	4	1	4	1	1	2	3	2	3	4	2	3	2	4	3	2	2	3	3	2	2	2	3	3	2	3	2	2	4	4	4	3	3	4	4	3	3	4	3	3	3	4	3	2	4	3	3	3	3	3	3	3	4	20	14	34	31	27	25
246	27	female	steady relationship	no	graduate degree	work	yes	60	1	1	4	5	5	5	1	4	4	4	4	4	4	4	2	1	4	1	4	4	1	5	2	2	4	4	1	4	1	5	4	1	1	5	6	6	6	6	2	2	2	2	2	2	2	2	3	2	4	4	4	4	4	4	4	4	4	4	21	25	21	40	42	13
247	41	female	remarried	yes	some additional training	work	yes	1	2	2	4	2	2	3	3	4	3	2	4	2	2	3	2	2	4	1	4	3	2	3	2	2	2	2	2	2	1	3	3	3	2	2	2	3	5	3	3	3	3	3	4	3	3	3	4	3	4	4	4	4	4	4	4	4	3	4	15	20	32	39	29	19
248	21	female	single	no	some additional training	money/finances	yes	50	1	2	2	2	1	2	4	4	3	3	4	2	3	4	4	1	3	1	4	3	3	4	2	3	3	3	2	4	2	3	4	3	4	3	3	4	4	2	4	4	5	2	3	3	2	3	4	3	4	4	4	4	4	3	3	4	3	3	10	23	33	36	35	25
249	36	male	married first time	yes	graduate degree	money/finances	no	0	4	5	5	5	2	4	4	3	4	4	4	4	3	4	2	1	3	1	3	5	1	5	3	3	4	4	1	4	1	4	4	4	3	6	6	6	6	5	2	2	3	2	2	2	2	2	3	2	4	4	4	4	4	4	4	4	3	4	25	26	22	39	40	20
250	36	male	married first time	yes	graduate degree	lack of time	no	0	2	4	4	4	3	5	3	4	4	4	4	3	3	3	1	1	3	1	4	4	3	4	3	3	3	4	1	1	1	3	3	2	1	5	6	5	5	5	2	2	3	1	2	3	2	2	2	2	4	4	4	3	2	3	3	4	3	4	22	25	21	34	32	17
251	40	male	married first time	yes	undergraduate degree	money/finances	no	0	4	5	5	4	2	5	2	4	4	3	4	4	4	5	1	3	4	1	4	3	1	4	1	1	4	5	2	4	1	4	4	3	1	6	6	6	6	7	2	2	3	2	1	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	25	25	20	40	41	15
252	35	male	married first time	no	undergraduate degree	work	yes	5	4	4	4	4	4	4	3	4	2	2	3	2	2	4	4	1	2	1	4	4	2	4	4	3	2	3	1	3	1	3	3	1	1	5	5	5	4	6	3	4	4	3	2	4	3	3	3	3	4	4	4	1	4	4	4	3	2	4	24	18	32	34	32	19
253	54	male	married first time	yes	graduate degree	children	no	0	3	4	3	5	5	3	4	3	2	2	3	4	3	4	1	1	2	1	4	4	1	3	1	2	4	4	1	3	1	3	3	1	1	4	4	4	4	3	3	3	3	2	2	2	2	2	3	2	3	3	4	3	4	3	3	4	3	4	23	21	24	34	34	11
254	22	male	single	no	high school	work	no	0	3	3	5	3	3	5	4	3	4	4	4	4	2	4	2	1	3	1	4	5	2	4	1	2	3	4	1	3	1	4	4	2	1	5	3	3	2	2	4	3	3	1	3	3	2	2	5	1	4	4	3	3	1	1	2	1	1	1	22	25	27	21	38	14
255	28	female	steady relationship	no	undergraduate degree	work	no	0	4	3	4	4	4	4	4	4	2	3	4	3	3	4	2	2	3	1	4	4	1	5	1	1	4	4	1	4	1	4	5	2	2	5	5	5	4	2	3	2	3	2	2	3	2	2	3	3	4	4	4	4	4	4	4	4	4	4	23	23	25	40	41	14
256	25	male	living with partner	no	undergraduate degree	work	no	0	3	4	3	4	4	4	3	3	4	4	4	4	4	4	1	2	4	1	4	3	1	3	1	1	3	4	1	2	1	3	1	2	1	5	5	5	5	5	3	2	3	2	2	1	2	2	5	1	4	4	4	4	4	3	4	4	4	4	22	26	23	39	31	12
257	37	male	married first time	yes	undergraduate degree	work	no	0	3	2	4	3	2	4	3	4	2	3	4	4	3	4	3	2	4	1	4	5	2	4	1	1	3	4	2	5	2	4	4	4	4	6	6	6	7	5	3	1	2	3	3	1	4	2	3	3	4	4	4	4	4	3	4	3	3	4	18	23	25	37	41	22
258	63	female	married first time	no	some additional training	health/illness	no	0	3	3	3	3	2	4	2	3	2	2	3	2	3	4	3	1	4	1	3	2	4	2	2	3	3	4	1	3	1	3	3	4	1	4	4	5	6	6	3	4	4	3	3	4	3	3	2	4	3	3	4	3	2	2	2	1	1	2	18	17	33	23	31	21
259	48	female	married first time	yes	some secondary school	health/illness	no	0	3	3	3	4	4	4	3	3	4	4	4	2	4	3	3	2	5	2	5	1	2	4	1	2	2	2	2	3	3	3	3	2	2	5	3	4	3	5	4	3	3	3	3	3	3	3	4	4	3	3	3	2	2	3	2	3	3	3	21	24	33	27	31	21
260	21	male	single	no	high school	family	no	0	4	5	4	4	5	5	3	4	4	3	2	4	3	4	2	2	2	1	3	4	1	3	1	1	4	3	2	4	2	3	3	2	1	6	6	7	7	7	3	3	3	3	3	3	2	3	3	3	4	4	2	4	1	3	4	2	3	3	27	23	29	30	33	15
261	56	male	married first time	yes	some additional training	work	yes	140	4	2	4	3	3	2	2	3	3	3	3	3	2	4	3	2	3	3	3	2	3	3	2	3	3	3	3	2	2	4	4	4	3	5	5	5	5	5	3	4	4	2	3	3	3	3	4	4	4	3	3	3	3	3	2	2	2	2	18	19	33	27	31	28
262	36	male	married first time	yes	graduate degree	work	no	0	3	5	4	5	5	4	4	3	4	4	3	4	4	4	2	1	4	1	3	5	1	4	1	1	3	5	1	3	1	4	4	1	1	6	6	6	6	4	2	2	2	2	2	2	2	2	3	2	4	4	4	4	4	4	4	4	4	4	26	26	21	40	39	11
263	37	female	married first time	yes	graduate degree	work	no	0	4	5	4	5	1	1	4	4	1	1	4	2	2	4	3	1	4	1	4	3	1	2	4	4	2	3	1	4	1	4	4	2	2	2	3	3	5	1	4	3	4	2	2	4	3	3	4	3	4	4	4	4	4	4	3	4	4	4	20	18	32	39	34	20
264	37	male	married first time	yes	high school	work	no	0	4	3	1	4	4	4	2	4	4	4	4	4	4	5	1	1	3	1	5	4	1	4	1	2	3	2	2	4	1	5	4	1	1	6	6	5	5	2	3	2	3	2	3	3	2	2	2	2	4	4	3	3	4	3	2	1	3	2	20	26	24	29	39	12
265	26	female	single	no	undergraduate degree	work	no	0	3	5	5	4	2	4	3	3	2	4	4	3	3	4	2	1	1	1	4	5	1	4	1	2	4	4	1	3	1	4	4	1	1	5	6	6	6	6	3	3	3	2	2	2	2	2	3	3	4	4	4	4	3	3	3	2	2	3	23	22	25	32	37	12
